Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2
13,2023-01-07,6,7531.46,282.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-08,7,0.0,,0,0,0,1,b,basic,501.40164204069947,1
13,2023-01-09,1,11911.45,454.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-10,2,7118.4,221.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-11,3,7710.39,288.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-12,4,7841.1,268.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-13,5,8580.55,393.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-14,6,9335.59,282.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-15,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-01-16,1,7258.12,239.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-17,2,12013.41,482.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-01-18,3,5755.12,199.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-19,4,8142.74,297.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-20,5,10898.11,466.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-21,6,8608.66,405.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-22,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-01-23,1,8284.56,261.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-24,2,12109.43,524.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-25,3,9802.27,413.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-26,4,9640.91,298.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-01-27,5,7658.65,288.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-28,6,10207.26,436.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-29,7,9723.04,470.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-30,1,8397.3,295.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-01-31,2,11773.02,518.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-01,3,11931.88,584.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-02-02,4,7830.91,283.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-03,5,12662.74,474.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-04,6,9898.22,289.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-02-05,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-02-06,1,12569.75,572.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-07,2,8802.85,337.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-08,3,8530.58,308.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-09,4,8001.5,316.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-10,5,12314.87,559.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-11,6,15443.49,470.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-12,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-02-13,1,12091.35,372.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-14,2,12591.18,384.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-15,3,8858.8,258.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-16,4,9850.24,325.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-17,5,8700.38,250.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-18,6,11013.24,515.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-19,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-02-20,1,10179.3,395.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-21,2,12472.41,560.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-22,3,8330.79,374.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-23,4,9045.84,345.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-24,5,8882.09,285.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-25,6,11517.39,343.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-02-26,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-02-27,1,9170.01,381.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-02-28,2,10184.8,393.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-03-01,3,9142.59,396.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-02,4,8807.31,436.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-03,5,12658.07,584.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-04,6,11417.98,476.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-05,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-03-06,1,8656.46,312.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-07,2,8229.44,327.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-08,3,9744.55,299.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-09,4,12447.19,370.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-03-10,5,7520.22,314.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-11,6,10981.45,390.0,1,0,b,0,b,basic,501.40164204069947,1
13,2023-03-12,7,0.0,0.0,0,0,0,1,b,basic,501.40164204069947,1
13,2023-03-13,1,8005.37,311.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-03-14,2,9927.62,286.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-15,3,9690.86,279.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-16,4,11482.22,396.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-17,5,11152.89,324.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-18,6,13094.6,649.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-19,7,0.0,0.0,0,0,0,0,b,basic,,1
13,2023-03-20,1,10193.19,337.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-21,2,9442.8,285.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-22,3,11668.09,407.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-03-23,4,12599.75,479.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-24,5,9452.36,382.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-03-25,6,12653.33,536.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-26,7,14956.72,511.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-03-27,1,8415.7,371.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-03-28,2,10410.22,444.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-29,3,9345.53,309.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-03-30,4,12367.81,478.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-03-31,5,9123.7,415.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-01,6,11077.27,407.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-02,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-04-03,1,7703.12,340.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-04,2,8391.91,302.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-05,3,11818.17,365.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-06,4,10448.73,313.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-07,5,10480.31,448.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-04-08,6,12932.65,446.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-09,7,13576.01,411.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-04-10,1,12212.47,369.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-11,2,9713.24,454.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-12,3,7832.22,256.0,1,0,c,0,b,basic,501.40164204069947,1
13,2023-04-13,4,9424.15,319.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-14,5,9053.94,326.0,1,0,c,0,b,basic,501.40164204069947,1
13,2023-04-15,6,12509.83,568.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-16,7,0.0,0.0,0,0,a,0,b,basic,501.40164204069947,1
13,2023-04-17,1,11952.03,379.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-18,2,11752.22,394.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-19,3,11420.83,341.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-20,4,8928.02,267.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-21,5,7204.34,291.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-22,6,10878.36,414.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-23,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-04-24,1,10777.15,308.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-25,2,10584.88,397.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-26,3,7771.85,344.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-27,4,12847.04,536.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-04-28,5,8075.36,296.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-29,6,10316.86,351.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-04-30,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-05-01,1,7369.04,339.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-02,2,7742.83,228.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-03,3,12284.11,577.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-04,4,11148.6,340.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-05-05,5,6058.89,200.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-06,6,8216.13,282.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-07,7,9618.87,315.0,1,0,b,1,b,basic,501.40164204069947,1
13,2023-05-08,1,10318.78,388.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-05-09,2,9606.76,476.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-10,3,10238.8,293.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-05-11,4,7413.67,237.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-12,5,12148.31,577.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-13,6,12174.78,358.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-14,7,8326.95,242.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-15,1,10157.44,293.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-16,2,8614.12,401.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-17,3,6813.53,206.0,1,0,a,0,b,basic,501.40164204069947,1
13,2023-05-18,4,12110.39,369.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-19,5,7902.29,333.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-20,6,13006.07,431.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-21,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-05-22,1,8374.57,254.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-23,2,7769.81,351.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-24,3,8805.24,276.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-25,4,7740.71,226.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-26,5,10467.43,365.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-05-27,6,13437.74,525.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-05-28,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-05-29,1,11585.64,397.0,1,1,b,0,b,basic,501.40164204069947,1
13,2023-05-30,2,8464.37,261.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-05-31,3,7668.35,236.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-01,4,6681.79,330.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-02,5,7294.45,287.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-03,6,8049.81,287.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-06-04,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-06-05,1,6571.38,317.0,1,0,0,0,b,basic,,1
13,2023-06-06,2,9900.87,328.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-07,3,9042.14,370.0,1,1,b,0,b,basic,501.40164204069947,1
13,2023-06-08,4,11456.76,504.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-09,5,9302.44,353.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-10,6,11411.87,341.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-11,7,0.0,0.0,0,0,0,0,b,basic,,1
13,2023-06-12,1,8762.53,272.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-06-13,2,6099.07,257.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-06-14,3,8803.39,423.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-15,4,6391.17,229.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-16,5,7810.83,292.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-17,6,8201.31,360.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-18,7,8691.82,308.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-19,1,7890.08,292.0,1,0,b,0,b,basic,501.40164204069947,1
13,2023-06-20,2,6066.91,302.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-06-21,3,10324.83,427.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-06-22,4,7718.17,270.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-23,5,8393.76,309.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-24,6,11804.69,377.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-25,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-06-26,1,8489.52,334.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-06-27,2,7322.9,231.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-28,3,8697.15,398.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-06-29,4,8745.38,322.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-06-30,5,7612.7,268.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-01,6,7315.41,310.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-02,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-07-03,1,6978.48,,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-04,2,5503.99,252.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-05,3,6646.24,197.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-06,4,5692.35,163.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-07,5,5546.28,199.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-07-08,6,6512.21,243.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-09,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-07-10,1,7839.5,365.0,1,1,b,1,b,basic,501.40164204069947,1
13,2023-07-11,2,5813.79,193.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-12,3,7644.69,219.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-07-13,4,5727.91,224.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-14,5,6609.73,189.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-15,6,6872.54,200.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-16,7,0.0,0.0,0,0,0,0,b,basic,,1
13,2023-07-17,1,7661.96,253.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-18,2,6064.83,189.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-19,3,10060.0,329.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-20,4,6949.01,217.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-21,5,5681.75,283.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-22,6,8564.09,276.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-23,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-07-24,1,6717.25,269.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-07-25,2,6631.38,260.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-26,3,7494.08,250.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-27,4,6471.67,213.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-07-28,5,7637.81,358.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-29,6,8273.39,271.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-07-30,7,10465.48,358.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-07-31,1,5340.6,168.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-08-01,2,5810.01,213.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-02,3,4974.05,171.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-03,4,7087.17,279.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-04,5,5891.74,221.0,1,0,b,0,b,basic,501.40164204069947,1
13,2023-08-05,6,6057.09,234.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-08-06,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-08-07,1,6864.98,268.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-08,2,6385.39,212.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-08-09,3,6767.96,265.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-10,4,5182.43,171.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-11,5,6602.04,254.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-12,6,6168.23,218.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-13,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-08-14,1,4375.84,196.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-15,2,6965.49,343.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-16,3,6654.13,192.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-08-17,4,4612.9,218.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-08-18,5,5147.01,193.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-08-19,6,9909.84,463.0,1,1,0,1,b,basic,,1
13,2023-08-20,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-08-21,1,5778.54,188.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-22,2,7208.92,212.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-23,3,5898.32,261.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-24,4,5674.53,235.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-25,5,4445.92,180.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-26,6,7813.56,327.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-27,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-08-28,1,5127.26,173.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-29,2,7620.89,233.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-08-30,3,5554.21,235.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-08-31,4,5232.63,218.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-09-01,5,4938.8,182.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-09-02,6,5174.09,167.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-03,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-09-04,1,4694.18,137.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-09-05,2,4378.05,185.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-06,3,6218.5,218.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-07,4,6507.35,266.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-08,5,4806.65,147.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-09,6,5453.31,224.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-10,7,6667.05,318.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-11,1,5282.66,204.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-12,2,6403.07,229.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-13,3,5903.3,252.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-14,4,7305.66,266.0,1,1,b,0,b,basic,501.40164204069947,1
13,2023-09-15,5,4900.74,191.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-09-16,6,6863.74,281.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-17,7,6974.54,261.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-09-18,1,5364.59,175.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-19,2,7110.67,208.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-20,3,4819.16,235.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-21,4,5034.09,222.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-22,5,5729.78,228.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-09-23,6,6674.42,243.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-24,7,8071.12,232.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-25,1,7737.71,273.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-26,2,5609.62,253.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-27,3,6495.97,240.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-09-28,4,4853.63,186.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-29,5,5085.58,194.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-09-30,6,5649.03,200.0,1,0,0,1,b,basic,,1
13,2023-10-01,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-10-02,1,5123.71,165.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-10-03,2,5800.92,222.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-04,3,5386.95,154.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-05,4,4478.59,195.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-06,5,5468.49,244.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-07,6,6550.82,223.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-08,7,0.0,0.0,0,0,0,1,b,basic,501.40164204069947,1
13,2023-10-09,1,6055.68,176.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-10-10,2,5464.14,236.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-11,3,5809.87,175.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-10-12,4,8280.47,241.0,1,1,0,1,b,basic,501.40164204069947,1
13,2023-10-13,5,5774.48,166.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-14,6,7475.78,371.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-15,7,6588.15,220.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-16,1,6687.44,232.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-17,2,6903.19,277.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-18,3,4590.09,142.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-10-19,4,6495.23,187.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-20,5,5213.14,239.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-21,6,8579.02,293.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-22,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-10-23,1,5766.5,199.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-10-24,2,5225.08,182.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-25,3,5214.82,203.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-26,4,4792.67,147.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-27,5,5303.29,196.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-28,6,6241.6,235.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-10-29,7,0.0,0.0,0,0,0,0,b,basic,501.40164204069947,1
13,2023-10-30,1,7226.68,249.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-10-31,2,5542.6,255.0,1,0,b,0,b,basic,501.40164204069947,1
13,2023-11-01,3,7077.12,255.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-02,4,5904.49,177.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-03,5,5570.63,178.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-04,6,8080.66,232.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-05,7,6897.6,285.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-11-06,1,6985.47,211.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-07,2,6398.98,265.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-11-08,3,6540.7,318.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-11-09,4,6643.66,225.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-11-10,5,4412.44,127.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-11-11,6,7872.36,252.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-12,7,9071.55,411.0,1,1,c,1,b,basic,501.40164204069947,1
13,2023-11-13,1,5958.56,188.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-14,2,5328.06,155.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-15,3,5714.07,163.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-16,4,6115.91,200.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-17,5,6807.87,211.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-18,6,7597.7,233.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-19,7,0.0,0.0,0,0,0,1,b,basic,501.40164204069947,1
13,2023-11-20,1,7004.16,264.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-11-21,2,6112.54,175.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-22,3,7920.39,316.0,1,1,0,0,b,basic,501.40164204069947,1
13,2023-11-23,4,5961.33,294.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-24,5,5492.44,176.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-25,6,7455.28,272.0,1,0,0,1,b,basic,501.40164204069947,1
13,2023-11-26,7,7933.44,342.0,1,0,0,0,b,basic,501.40164204069947,1
13,2023-11-27,1,9088.65,289.0,1,1,0,1,b,basic,501.40164204069947,1
